id,Minorista,Minorista_ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
202,Nike Store,1185732,2023-08-03,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,317100.0,296,3241792,639765.06,Outlet
203,Nike Store,1185732,2025-04-16,Andina,Santander,Bucaramanga,Calzado urbano para mujer,214300.0,295,2175625,513698.16,In-store
204,Nike Store,1185732,2023-08-09,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,300000.0,295,3045875,665610.37,Outlet
205,Éxito,1197831,2024-01-14,Caribe,Atlántico,Soledad,Ropa de mujer,274300.0,295,2784800,652469.37,Outlet
206,Éxito,,2024-01-15,Caribe,Atlántico,Soledad,Calzado urbano para hombre,240000.0,295,2436700,623546.6,Outlet
207,Éxito,1197831,2024-01-21,Caribe,Atlántico,Soledad,Calzado urbano para hombre,248600.0,295,2523725,521401.26,Outlet
208,Decathlon,1185732,2024-11-28,Caribe,Córdoba,Montería,Calzado urbano para hombre,514300.0,294,5186160,1168470.02,Online
209,Éxito,1185732,2023-09-26,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,368600.0,294,3716748,917024.13,Outlet
210,Éxito,1197831,2024-01-26,Caribe,Atlántico,Soledad,Ropa de mujer,402900.0,293,4034903,757437.86,Online
211,Plaza Sport,1128299,2024-07-10,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,437100.0,293,4378299,693630.38,Online
212,Nike Store,1185732,2023-06-22,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,411400.0,290,4036800,762788.78,Online
213,Nike Store,1185732,2023-07-31,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,505700.0,290,4961900,1039617.24,Online
214,Éxito,1185732,2023-09-15,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,531400.0,290,5214200,1150897.18,Online
215,Éxito,,2023-09-23,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,582900.0,290,5718800,1229874.87,Online
216,Éxito,1185732,2023-12-15,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,582900.0,290,5718800,875663.4,Online
217,Plaza Sport,1185732,2023-09-21,Caribe,La Guajira,Riohacha,Calzado urbano para hombre,471400.0,290,4625500,880815.64,Online
218,Nike Store,1185732,2025-05-03,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,574300.0,290,5634700,1311587.99,Online
219,Nike Store,1185732,2023-06-27,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,368600.0,289,3591403,799341.77,Outlet
220,Nike Store,1185732,2023-07-02,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,265700.0,289,2589151,400140.5,Outlet
221,Nike Store,1185732,2023-07-08,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,282900.0,289,2756193,482368.58,Outlet
222,Éxito,1185732,2023-09-22,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,437100.0,289,4259571,645018.19,Outlet
223,Decathlon,1197831,2023-12-23,Caribe,Atlántico,Soledad,Calzado deportivo para hombre,197100.0,289,1920983,369024.61,Outlet
224,Éxito,1197831,2024-03-23,Caribe,Atlántico,Soledad,Ropa de mujer,377100.0,289,3674924,904861.58,Outlet
225,Plaza Sport,1128299,2024-04-05,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,240000.0,289,2338588,408840.73,Outlet
226,Plaza Sport,1128299,2024-06-28,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,308600.0,289,3006756,617710.87,Outlet
227,Falabella,1189833,2024-10-03,Andina,Antioquia,Bello,Calzado urbano para hombre,325700.0,289,3173798,770387.4,Outlet
228,Nike Store,1185732,2024-12-12,Caribe,Magdalena,Santa Marta,Calzado urbano para hombre,402900.0,289,3925487,892440.13,Outlet
229,Nike Store,,2023-07-07,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,308600.0,288,2985984,771950.28,Outlet
230,Nike Store,1185732,2023-08-05,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,385700.0,288,3732480,897988.85,Outlet
231,Falabella,1189833,2024-10-22,Andina,Antioquia,Bello,Calzado deportivo para hombre,360000.0,288,3483648,583040.19,Outlet
232,Plaza Sport,1185732,2024-07-09,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,308600.0,288,2985984,552589.33,Outlet
233,Nike Store,1185732,2025-02-01,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,437100.0,287,4200819,685618.71,Online
234,Éxito,1197831,2024-01-10,Caribe,Atlántico,Soledad,Calzado deportivo para hombre,257100.0,287,2471070,545786.4,Outlet
235,Plaza Sport,1128299,2024-06-22,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,342900.0,287,3294760,806294.35,Outlet
236,Plaza Sport,1128299,2024-06-23,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,360000.0,287,3459498,660728.18,Outlet
237,Nike Store,1185732,2023-08-12,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,522900.0,286,4989556,902049.1,Online
238,Éxito,1185732,2023-10-02,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,462900.0,285,4386150,793754.58,Online
239,Éxito,1197831,2024-03-25,Caribe,Atlántico,Soledad,Calzado deportivo para hombre,377100.0,285,3573900,759381.19,Online
240,Decathlon,1197831,2024-09-19,Andina,Tolima,Espinal,Calzado urbano para mujer,394300.0,285,3736350,969557.65,Online
241,Éxito,1197831,2024-01-22,Caribe,Atlántico,Soledad,Calzado deportivo para hombre,274300.0,285,2599200,467926.76,Outlet
242,Falabella,1189833,2024-09-21,Andina,Antioquia,Bello,Calzado urbano para hombre,257100.0,285,2436750,467018.59,Outlet
243,Nike Store,1185732,2024-02-20,Caribe,La Guajira,Riohacha,Calzado urbano para hombre,454300.0,284,4274768,676268.41,Online
244,Nike Store,1185732,2024-09-02,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,282900.0,283,2642937,465239.16,Online
245,Nike Store,1185732,2024-10-01,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,411400.0,282,3817152,975494.27,Online
246,Nike Store,1185732,2023-06-02,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,308600.0,281,2842596,453917.82,Outlet
247,Nike Store,1185732,2023-07-03,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,377100.0,281,3474284,735695.96,Outlet
248,Éxito,1197831,2024-03-20,Caribe,Atlántico,Soledad,Calzado urbano para mujer,291400.0,281,2684674,563031.81,Outlet
249,Plaza Sport,1128299,2024-06-06,Pacífica,Valle del Cauca,Cali,Calzado urbano para mujer,360000.0,281,3316362,508529.59,Outlet
250,Decathlon,1197831,2025-03-14,Andina,Antioquia,Medellín,Calzado urbano para hombre,394300.0,281,3632206,753812.57,Outlet
251,Nike Store,1185732,2024-06-07,Andina,Cundinamarca,Soacha,Ropa de mujer,257100.0,281,2368830,491911.11,Outlet
252,Éxito,1185732,2023-09-21,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,505700.0,280,4625600,720171.28,Online
253,Nike Store,1185732,2023-07-09,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,402900.0,280,3684800,830858.73,Outlet
254,Éxito,1185732,2023-09-28,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,402900.0,280,3684800,664502.37,Outlet
255,Plaza Sport,1128299,2024-06-29,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,334300.0,NaN,NaN,566366.02,Outlet
256,Decathlon,1197831,2025-02-07,Andina,Antioquia,Medellín,Calzado deportivo para hombre,342900.0,280,3136000,737439.36,Outlet
257,Decathlon,1197831,2025-02-11,Andina,Antioquia,Medellín,Ropa de mujer,360000.0,280,3292800,823422.74,Outlet
258,Decathlon,1197831,2025-02-01,Andina,Tolima,Ibagué,Ropa de mujer,308600.0,280,2822400,493580.33,Outlet
259,Decathlon,1197831,2025-02-07,Andina,Tolima,Ibagué,Ropa de mujer,402900.0,280,3684800,715570.95,Outlet
260,Éxito,1128299,2025-05-14,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,497100.0,280,4547200,847314.76,Outlet
261,Éxito,1185732,2023-09-14,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,368600.0,279,3347163,666428.47,Outlet
262,Éxito,1185732,2023-10-04,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,411400.0,279,3736368,659466.48,Outlet
263,Nike Store,1185732,2023-08-03,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,394300.0,278,3555064,871663.47,Online
264,Nike Store,1185732,2024-02-19,Caribe,La Guajira,Riohacha,Ropa de mujer,480000.0,278,4327904,936767.18,Online
265,Nike Store,1185732,2025-01-02,Caribe,Sucre,Sincelejo,Ropa de mujer,497100.0,278,4482472,881583.12,Online
266,Nike Store,1185732,2025-04-04,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,428600.0,278,3864200,711099.45,Online
267,Nike Store,1185732,2023-08-11,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,394300.0,278,3555064,640238.06,Outlet
268,Plaza Sport,1128299,2024-06-17,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,402900.0,278,3632348,720628.76,Outlet
269,Decathlon,,2025-02-10,Andina,Tolima,Ibagué,Calzado urbano para mujer,308600.0,278,2782224,533308.97,Outlet
270,Plaza Sport,1197831,2024-12-02,Amazonía,Caquetá,Florencia,Calzado urbano para mujer,291400.0,278,2627656,560337.33,Outlet
271,Plaza Sport,1128299,2024-06-10,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,480000.0,277,4296824,993327.51,Online
272,Nike Store,1185732,2023-06-19,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,308600.0,276,2742336,702442.53,Online
273,Éxito,1197831,2024-01-14,Caribe,Atlántico,Soledad,Ropa de mujer,317100.0,276,2818512,612198.0,Online
274,Decathlon,1185732,2024-07-29,Caribe,Córdoba,Montería,Calzado urbano para hombre,240000.0,276,2132928,357453.12,Online
275,Decathlon,1197831,2025-01-19,Andina,Tolima,Ibagué,Ropa de hombre,214300.0,275,1890625,484608.13,Outlet
276,Nike Store,1185732,2024-06-16,Andina,Boyacá,Tunja,Calzado deportivo para mujer,214300.0,275,1890625,357033.77,In-store
277,Nike Store,1185732,2024-09-14,Andina,Santander,Bucaramanga,Calzado deportivo para hombre,257100.0,275,2268750,556425.86,In-store
278,Nike Store,1185732,2024-09-14,Andina,Santander,Bucaramanga,Calzado urbano para mujer,171400.0,275,1512500,271871.83,In-store
279,Nike Store,,2025-02-15,Andina,Santander,Bucaramanga,Calzado deportivo para mujer,128600.0,275,1134375,264286.82,In-store
280,Nike Store,1185732,2025-02-15,Andina,Santander,Bucaramanga,Ropa de hombre,214300.0,275,1890625,483339.57,In-store
281,Plaza Sport,1185732,2024-10-08,Andina,Tolima,Honda,Calzado deportivo para mujer,214300.0,275,1890625,395732.48,In-store
282,Plaza Sport,1185732,2025-03-09,Andina,Tolima,Honda,Calzado deportivo para mujer,171400.0,275,1512500,362414.98,In-store
283,Plaza Sport,1185732,2025-03-09,Andina,Tolima,Honda,Ropa de hombre,257100.0,275,2268750,454037.92,In-store
284,Nike Store,1185732,2024-08-12,Caribe,Magdalena,Santa Marta,Calzado deportivo para mujer,171400.0,275,1512500,365714.8,Online
285,Éxito,1197831,2025-03-19,Pacífica,Nariño,,Calzado deportivo para mujer,171400.0,275,1512500,360873.15,Online
286,Éxito,1197831,2025-03-19,Pacífica,Nariño,Pasto,Ropa de hombre,257100.0,275,2268750,470957.02,Online
287,Plaza Sport,1197831,2024-07-20,Pacífica,Nariño,Pasto,Calzado deportivo para hombre,214300.0,275,1890625,325452.87,Online
288,Plaza Sport,1197831,2024-08-15,Andina,Huila,Neiva,Calzado urbano para mujer,85700.0,275,756250,149698.72,Online
289,Plaza Sport,1197831,2024-08-15,Andina,Huila,Neiva,Ropa de mujer,214300.0,275,1890625,403312.95,Online
290,Plaza Sport,1197831,2025-02-15,Andina,Huila,Neiva,Calzado urbano para mujer,128600.0,275,1134375,241357.1,Online
291,Nike Store,1197831,2025-04-11,Andina,Quindío,Armenia,Calzado deportivo para hombre,128600.0,275,1134375,185884.71,Online
292,Nike Store,1185732,2024-06-10,Andina,Quindío,Armenia,Calzado urbano para mujer,257100.0,275,2268750,569516.98,Online
293,Decathlon,1185732,2024-06-07,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para mujer,214300.0,275,1890625,328095.11,Online
294,Decathlon,1185732,2024-07-08,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,214300.0,275,1890625,349026.87,Online
295,Nike Store,,2024-11-02,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,257100.0,275,2268750,572706.32,In-store
296,Nike Store,1185732,2025-02-03,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,257100.0,275,2268750,518034.86,In-store
297,Plaza Sport,1185732,2024-08-05,Orinoquía,Meta,Villavicencio,Calzado urbano para mujer,128600.0,275,1134375,265871.43,In-store
298,Plaza Sport,1185732,2024-08-05,Orinoquía,Meta,,Ropa de mujer,214300.0,275,1890625,428945.64,In-store
299,Plaza Sport,1185732,2025-02-07,Orinoquía,Meta,Villavicencio,Calzado deportivo para hombre,257100.0,275,2268750,388570.24,In-store
300,Plaza Sport,1185732,2024-08-12,Andina,Norte de Santander,Cúcuta,Calzado deportivo para hombre,257100.0,275,2268750,557459.4,In-store
301,Nike Store,1185732,2024-07-14,Andina,Cundinamarca,Fusagasugá,Calzado urbano para mujer,257100.0,275,2268750,532586.29,In-store
302,Nike Store,1185732,2024-08-09,Caribe,Atlántico,Puerto Colombia,Calzado urbano para mujer,257100.0,275,2268750,400678.26,In-store
303,Falabella,1185732,2024-06-08,Caribe,Atlántico,Puerto Colombia,Calzado urbano para mujer,214300.0,275,1890625,470370.78,In-store
304,Éxito,,2023-09-25,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,454300.0,273,3950037,924835.16,Online
305,Plaza Sport,,2024-06-04,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,480000.0,273,4173624,685697.15,Online
306,Plaza Sport,1128299,2024-06-16,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,531400.0,273,4620798,873631.46,Online
307,Plaza Sport,1128299,2024-07-11,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,497100.0,273,4322682,831884.39,Online
308,Decathlon,1197831,2025-02-20,Andina,Antioquia,Medellín,Calzado urbano para mujer,394300.0,273,3428334,840067.28,Online
309,Nike Store,1185732,2024-01-03,Pacífica,Nariño,Tumaco,Calzado urbano para hombre,377100.0,273,3279276,550406.48,Online
310,Nike Store,1185732,2024-11-03,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,437100.0,273,3800979,661787.44,Online
311,Éxito,1197831,2024-01-08,Caribe,Atlántico,Soledad,Ropa de mujer,231400.0,272,1997568,433506.15,Outlet
312,Éxito,1197831,2024-02-08,Caribe,Atlántico,Soledad,Calzado urbano para hombre,265700.0,272,2293504,442085.85,Outlet
313,Plaza Sport,1128299,2024-04-11,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,308600.0,NaN,NaN,433411.91,Outlet
314,Falabella,1189833,2024-09-22,Andina,Antioquia,Bello,Calzado deportivo para hombre,317100.0,272,2737408,534806.79,Outlet
315,Falabella,1189833,2024-10-15,Andina,Antioquia,Bello,Calzado urbano para hombre,342900.0,272,2959360,676707.52,Outlet
316,Decathlon,1197831,2025-02-17,Andina,Antioquia,Medellín,Ropa de mujer,402900.0,272,3477248,651027.45,Outlet
317,Decathlon,1197831,2024-09-11,Andina,Tolima,Espinal,Calzado urbano para hombre,248600.0,272,2145536,450828.64,Outlet
318,Decathlon,1197831,2024-09-16,Andina,Tolima,Espinal,Ropa de mujer,325700.0,272,2811392,643655.14,Outlet
319,Éxito,1128299,2024-11-13,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,428600.0,272,3699200,940909.03,Outlet
320,Éxito,1128299,2025-01-13,Caribe,Atlántico,Barranquilla,Calzado deportivo para hombre,514300.0,272,4439040,954116.61,Outlet
321,Plaza Sport,1185732,2024-06-10,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,257100.0,272,2219520,358727.28,Outlet
322,Nike Store,1128299,2024-12-19,Andina,Cundinamarca,Facatativá,Calzado urbano para hombre,514300.0,272,4439040,1035655.83,Outlet
323,Nike Store,1128299,2025-01-20,Andina,Cundinamarca,Facatativá,Calzado urbano para hombre,574300.0,272,4956928,999613.46,Outlet
324,Plaza Sport,1128299,2025-05-14,Caribe,Bolívar,Cartagena,Calzado urbano para hombre,394300.0,272,3403264,539010.92,Outlet
325,Plaza Sport,1128299,2024-04-01,Caribe,Atlántico,Soledad,Calzado urbano para mujer,282900.0,271,2423553,622667.18,Outlet
326,Plaza Sport,1128299,2024-05-23,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,342900.0,271,2937640,644737.52,Outlet
327,Plaza Sport,1128299,2024-07-13,Pacífica,Valle del Cauca,Cali,Calzado deportivo para mujer,342900.0,271,2937640,518797.32,Outlet
328,Decathlon,1197831,2024-09-04,Andina,Tolima,Espinal,Ropa de mujer,265700.0,271,2276671,420258.04,Outlet
329,Decathlon,1197831,2024-09-18,Andina,Tolima,Espinal,Calzado deportivo para hombre,377100.0,271,3231404,785734.71,Outlet
330,Plaza Sport,1197831,2024-12-02,Amazonía,Caquetá,Florencia,Calzado deportivo para hombre,342900.0,271,2937640,534648.87,Outlet
331,Éxito,1197831,2024-12-15,Pacífica,Nariño,Pasto,Calzado urbano para hombre,334300.0,271,2864199,717567.17,Outlet
332,Nike Store,1185732,2023-08-02,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,462900.0,270,3936600,892232.71,Online
333,Éxito,1185732,2023-09-14,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,462900.0,270,3936600,911966.88,Online
334,Éxito,,2023-09-17,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,428600.0,270,3645000,795944.7,Online
335,Falabella,1189833,2024-09-15,Andina,Antioquia,Bello,Calzado urbano para hombre,377100.0,270,3207600,791764.33,Online
336,Decathlon,1185732,2024-02-26,Caribe,La Guajira,Riohacha,Calzado urbano para hombre,480000.0,270,4082400,853638.1,Online
337,Plaza Sport,1128299,2024-12-12,Caribe,Bolívar,Cartagena,Calzado urbano para hombre,737100.0,270,6269400,971693.02,Online
338,Nike Store,1185732,2024-12-01,Caribe,Sucre,Sincelejo,Calzado deportivo para hombre,497100.0,270,4228200,920237.73,Online
339,Nike Store,1185732,2023-08-10,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,300000.0,270,2551500,646154.99,Outlet
340,Éxito,1185732,2023-09-27,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,351400.0,270,2988900,727190.43,Outlet
341,Decathlon,1197831,2023-12-16,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,171400.0,270,1458000,286860.95,Outlet
342,Decathlon,1197831,2023-12-17,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,222900.0,270,1895400,405344.7,Outlet
343,Éxito,1197831,2024-02-01,Caribe,Atlántico,Soledad,Ropa de mujer,334300.0,270,2843100,622742.74,Outlet
344,Éxito,1197831,2024-03-18,Caribe,Atlántico,Soledad,Calzado urbano para hombre,291400.0,270,2478600,479885.19,Outlet
345,Plaza Sport,1128299,2024-05-29,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,377100.0,270,3207600,516254.81,Outlet
346,Éxito,1185732,2023-09-18,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,402900.0,268,3375728,620805.57,Online
347,Éxito,1197831,2024-01-09,Caribe,Atlántico,Soledad,Calzado urbano para hombre,248600.0,268,2082896,367988.33,Online
348,Éxito,1197831,2024-01-27,Caribe,Atlántico,Soledad,Calzado urbano para hombre,317100.0,268,2657488,482730.76,Online
349,Plaza Sport,1128299,2024-06-23,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,480000.0,268,4022144,917981.57,Online
350,Nike Store,1185732,2024-01-15,Caribe,La Guajira,Riohacha,Calzado urbano para hombre,351400.0,268,2944784,666144.58,Online
351,Decathlon,1197831,2025-02-10,Andina,Tolima,Ibagué,Calzado urbano para mujer,437100.0,268,3663024,682651.32,Online
352,Nike Store,1185732,2023-08-08,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,454300.0,267,3778317,805457.05,Online
353,Nike Store,1185732,2024-08-01,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,282900.0,265,2317425,571953.55,Online
354,Éxito,1197831,2024-01-17,Caribe,Atlántico,Soledad,Calzado urbano para mujer,231400.0,264,1881792,422446.9,Outlet
355,Éxito,,2024-02-02,Caribe,Atlántico,Soledad,Calzado urbano para hombre,282900.0,264,2299968,533689.55,Outlet
356,Plaza Sport,1128299,2024-03-30,Caribe,Atlántico,Soledad,Calzado urbano para hombre,257100.0,264,2090880,474076.46,Outlet
357,Plaza Sport,1128299,2024-06-12,Pacífica,Valle del Cauca,Cali,Calzado urbano para mujer,394300.0,264,3206016,569229.37,Outlet
358,Plaza Sport,,2024-06-15,Pacífica,Valle del Cauca,Cali,Ropa de mujer,480000.0,264,3902976,653927.24,Outlet
359,Plaza Sport,1128299,2024-06-27,Pacífica,Valle del Cauca,Cali,Ropa de mujer,437100.0,264,3554496,551223.63,Outlet
360,Falabella,1189833,2024-08-15,Andina,Antioquia,Bello,Calzado urbano para hombre,205700.0,264,1672704,389325.02,Outlet
361,Falabella,1189833,2024-09-20,Andina,Antioquia,Bello,Ropa de mujer,411400.0,264,3345408,731058.28,Outlet
362,Falabella,1189833,2024-09-28,Andina,Antioquia,Bello,Calzado deportivo para hombre,351400.0,264,2857536,698306.94,Outlet
