"id";"Minorista";"Minorista_ID";"Fecha_Venta";"Region";"Departamento";"Ciudad";"Producto";"Precio_por_Unidad";"Unidades_Vendidas";"Total_Ventas";"Ganancia_Operativa";"Metodo_Venta"
175;"Decathlon";1197831;"2024-06-21";"Caribe";"Magdalena";"Santa Marta";"Calzado deportivo para mujer";171400.0;300;1800000.0;386676.8;"Online"
176;"Éxito";1197831;"2024-09-16";"Pacífica";"Nariño";"Pasto";"Calzado deportivo para hombre";214300.0;300;2250000.0;479515.47;"Online"
177;"Éxito";1197831;"2024-09-16";"Pacífica";"Nariño";"Pasto";"Calzado urbano para mujer";128600.0;300;1350000.0;217523.62;"Online"
178;"Éxito";1197831;"2025-03-19";"Pacífica";"Nariño";"Pasto";"Calzado urbano para mujer";171400.0;300;1800000.0;425320.32;"Online"
179;"Falabella";1197831;"2025-04-18";"Andina";"Huila";"Neiva";"Calzado deportivo para hombre";128600.0;300;1350000.0;294380.35;"Online"
180;"Falabella";1197831;"2024-07-13";"Andina";"Huila";"Neiva";"Calzado urbano para mujer";128600.0;300;1350000.0;312431.02;"Online"
181;"Falabella";1197831;"2024-09-09";"Andina";"Quindío";"Armenia";"Ropa de mujer";257100.0;300;2700000.0;656028.17;"Online"
182;"Nike Store";1197831;"2025-03-12";"Andina";"Quindío";"Armenia";"Ropa de mujer";257100.0;300;2700000.0;406554.69;"Online"
183;"Plaza Sport";1185732;"2024-10-30";"Andina";"Caldas";"Manizales";"Calzado deportivo para hombre";257100.0;300;2700000.0;550688.98;"In-store"
184;"Plaza Sport";1185732;"2024-06-08";"Andina";"Caldas";"Manizales";"Calzado urbano para mujer";214300.0;300;2250000.0;445650.7;"In-store"
185;"Plaza Sport";1185732;"2024-07-09";"Orinoquía";"Meta";"Villavicencio";"Ropa de mujer";171400.0;300;1800000.0;411224.84;"In-store"
186;"Plaza Sport";1185732;"2024-06-15";"Orinoquía";"Meta";"Villavicencio";"Calzado urbano para mujer";214300.0;300;2250000.0;400703.18;"In-store"
187;"Plaza Sport";1185732;"2024-07-16";"Orinoquía";"Meta";"Villavicencio";"Calzado urbano para mujer";257100.0;300;2700000.0;445707.29;"In-store"
188;"Decathlon";1185732;"2024-06-05";"Andina";"Cundinamarca";"Zipaquirá";"Calzado urbano para mujer";257100.0;300;2700000.0;678005.02;"In-store"
189;"Nike Store";1185732;"2023-06-29";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para hombre";385700.0;300;4050000.0;689854.84;"Online"
190;"Éxito";1185732;"2023-10-01";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para hombre";437100.0;300;4590000.0;772651.85;"Online"
191;"Plaza Sport";1185732;"2023-09-21";"Caribe";"La Guajira";"Riohacha";"Calzado urbano para hombre";445700.0;300;4680000.0;845512.66;"Online"
192;"Éxito";1185732;"2023-09-24";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para hombre";514300.0;299;5364060.0;1332026.35;"Online"
193;"Plaza Sport";1185732;"2024-02-08";"Caribe";"La Guajira";"Riohacha";"Calzado urbano para hombre";514300.0;299;5364060.0;1178087.7;"Online"
194;"Éxito";1197831;"2024-02-07";"Caribe";"Atlántico";"Soledad";"Ropa de mujer";360000.0;298;3729768.0;757731.37;"Outlet"
195;"Éxito";1197831;"2024-03-26";"Caribe";"Atlántico";"Soledad";"Calzado urbano para mujer";325700.0;298;3374552.0;698230.26;"Outlet"
196;"Plaza Sport";1128299;"2024-12-19";"Pacífica";"Chocó";"Quibdó";"Calzado urbano para hombre";514300.0;298;5328240.0;879581.61;"Outlet"
197;"Éxito";1197831;"2024-01-29";"Caribe";"Atlántico";"Soledad";"Calzado urbano para mujer";334300.0;297;3440151.0;566470.76;"Online"
198;"Nike Store";1185732;"2023-08-04";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";325700.0;297;3351942.0;596930.33;"Outlet"
199;"Falabella";1189833;"2024-09-15";"Andina";"Antioquia";"Bello";"Calzado urbano para hombre";308600.0;297;3175524.0;782547.85;"Outlet"
200;"Éxito";1128299;"2024-12-12";"Caribe";"Atlántico";"Barranquilla";"Calzado urbano para hombre";582900.0;297;5998212.0;1307014.64;"Outlet"
201;"Nike Store";1185732;"2023-07-06";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para hombre";317100.0;296;3241792.0;649040.03;"Outlet"
202;"Nike Store";1185732;"2023-08-03";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";317100.0;296;3241792.0;639765.06;"Outlet"
203;"Nike Store";1185732;"2025-04-16";"Andina";"Santander";"Bucaramanga";"Calzado urbano para mujer";214300.0;295;2175625.0;513698.16;"In-store"
204;"Nike Store";1185732;"2023-08-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";300000.0;295;3045875.0;665610.37;"Outlet"
205;"Éxito";1197831;"2024-01-14";"Caribe";"Atlántico";"Soledad";"Ropa de mujer";274300.0;295;2784800.0;652469.37;"Outlet"
206;"Éxito";1197831;"2024-01-15";"Caribe";"Atlántico";"Soledad";"Calzado urbano para hombre";240000.0;295;2436700.0;623546.6;"Outlet"
207;"Éxito";1197831;"2024-01-21";"Caribe";"Atlántico";"Soledad";"Calzado urbano para hombre";248600.0;295;2523725.0;521401.26;"Outlet"
208;"Decathlon";1185732;"2024-11-28";"Caribe";"Córdoba";"Montería";"Calzado urbano para hombre";514300.0;294;5186160.0;1168470.02;"Online"
209;"Éxito";1185732;"2023-09-26";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";368600.0;294;3716748.0;917024.13;"Outlet"
210;"Éxito";1197831;"2024-01-26";"Caribe";"Atlántico";"Soledad";"Ropa de mujer";402900.0;293;4034903.0;757437.86;"Online"
211;"Plaza Sport";1128299;"2024-07-10";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";437100.0;293;4378299.0;693630.38;"Online"
212;"Nike Store";1185732;"2023-06-22";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de mujer";411400.0;290;4036800.0;762788.78;"Online"
213;"Nike Store";1185732;"2023-07-31";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de mujer";505700.0;290;4961900.0;1039617.24;"Online"
214;"Éxito";1185732;"2023-09-15";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de mujer";531400.0;290;5214200.0;1150897.18;"Online"
215;"Éxito";1185732;"2023-09-23";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de mujer";582900.0;290;5718800.0;1229874.87;"Online"
216;"Éxito";1185732;"2023-12-15";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de mujer";582900.0;290;5718800.0;875663.4;"Online"
217;"Plaza Sport";1185732;"2023-09-21";"Caribe";"La Guajira";"Riohacha";"Calzado urbano para hombre";471400.0;290;4625500.0;880815.64;"Online"
218;"Nike Store";1185732;"2025-05-03";"Caribe";"Sucre";"Sincelejo";"Calzado urbano para hombre";574300.0;290;5634700.0;1311587.99;"Online"
219;"Nike Store";1185732;"2023-06-27";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";368600.0;289;3591403.0;799341.77;"Outlet"
220;"Nike Store";1185732;"2023-07-02";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";265700.0;289;2589151.0;400140.5;"Outlet"
221;"Nike Store";1185732;"2023-07-08";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";282900.0;289;2756193.0;482368.58;"Outlet"
222;"Éxito";1185732;"2023-09-22";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";437100.0;289;4259571.0;645018.19;"Outlet"
223;"Decathlon";1197831;"2023-12-23";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para hombre";197100.0;289;1920983.0;369024.61;"Outlet"
224;"Éxito";1197831;"2024-03-23";"Caribe";"Atlántico";"Soledad";"Ropa de mujer";377100.0;289;3674924.0;904861.58;"Outlet"
225;"Plaza Sport";1128299;"2024-04-05";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";240000.0;289;2338588.0;408840.73;"Outlet"
226;"Plaza Sport";1128299;"2024-06-28";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";308600.0;289;3006756.0;617710.87;"Outlet"
227;"Falabella";1189833;"2024-10-03";"Andina";"Antioquia";"Bello";"Calzado urbano para hombre";325700.0;289;3173798.0;770387.4;"Outlet"
228;"Nike Store";1185732;"2024-12-12";"Caribe";"Magdalena";"Santa Marta";"Calzado urbano para hombre";402900.0;289;3925487.0;892440.13;"Outlet"
229;"Nike Store";1185732;"2023-07-07";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";308600.0;288;2985984.0;771950.28;"Outlet"
230;"Nike Store";1185732;"2023-08-05";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";385700.0;288;3732480.0;897988.85;"Outlet"
231;"Falabella";1189833;"2024-10-22";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";360000.0;288;3483648.0;583040.19;"Outlet"
232;"Plaza Sport";1185732;"2024-07-09";"Caribe";"Atlántico";"Barranquilla";"Calzado urbano para hombre";308600.0;288;2985984.0;552589.33;"Outlet"
233;"Nike Store";1185732;"2025-02-01";"Caribe";"Sucre";"Sincelejo";"Calzado urbano para hombre";437100.0;287;4200819.0;685618.71;"Online"
234;"Éxito";1197831;"2024-01-10";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para hombre";257100.0;287;2471070.0;545786.4;"Outlet"
235;"Plaza Sport";1128299;"2024-06-22";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";342900.0;287;3294760.0;806294.35;"Outlet"
236;"Plaza Sport";1128299;"2024-06-23";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para hombre";360000.0;287;3459498.0;660728.18;"Outlet"
237;"Nike Store";1185732;"2023-08-12";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de mujer";522900.0;286;4989556.0;902049.1;"Online"
238;"Éxito";1185732;"2023-10-02";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";462900.0;285;4386150.0;793754.58;"Online"
239;"Éxito";1197831;"2024-03-25";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para hombre";377100.0;285;3573900.0;759381.19;"Online"
240;"Decathlon";1197831;"2024-09-19";"Andina";"Tolima";"Espinal";"Calzado urbano para mujer";394300.0;285;3736350.0;969557.65;"Online"
241;"Éxito";1197831;"2024-01-22";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para hombre";274300.0;285;2599200.0;467926.76;"Outlet"
242;"Falabella";1189833;"2024-09-21";"Andina";"Antioquia";"Bello";"Calzado urbano para hombre";257100.0;285;2436750.0;467018.59;"Outlet"
243;"Nike Store";1185732;"2024-02-20";"Caribe";"La Guajira";"Riohacha";"Calzado urbano para hombre";454300.0;284;4274768.0;676268.41;"Online"
244;"Nike Store";1185732;"2024-09-02";"Caribe";"Sucre";"Sincelejo";"Calzado urbano para hombre";282900.0;283;2642937.0;465239.16;"Online"
245;"Nike Store";1185732;"2024-10-01";"Caribe";"Sucre";"Sincelejo";"Calzado urbano para hombre";411400.0;282;3817152.0;975494.27;"Online"
246;"Nike Store";1185732;"2023-06-02";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";308600.0;281;2842596.0;453917.82;"Outlet"
247;"Nike Store";1185732;"2023-07-03";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";377100.0;281;3474284.0;735695.96;"Outlet"
248;"Éxito";1197831;"2024-03-20";"Caribe";"Atlántico";"Soledad";"Calzado urbano para mujer";291400.0;281;2684674.0;563031.81;"Outlet"
249;"Plaza Sport";1128299;"2024-06-06";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para mujer";360000.0;281;3316362.0;508529.59;"Outlet"
250;"Decathlon";1197831;"2025-03-14";"Andina";"Antioquia";"Medellín";"Calzado urbano para hombre";394300.0;281;3632206.0;753812.57;"Outlet"
251;"Nike Store";1185732;"2024-06-07";"Andina";"Cundinamarca";"Soacha";"Ropa de mujer";257100.0;281;2368830.0;491911.11;"Outlet"
252;"Éxito";1185732;"2023-09-21";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de mujer";505700.0;280;4625600.0;720171.28;"Online"
253;"Nike Store";1185732;"2023-07-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";402900.0;280;3684800.0;830858.73;"Outlet"
254;"Éxito";1185732;"2023-09-28";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";402900.0;280;3684800.0;664502.37;"Outlet"
255;"Plaza Sport";1128299;"2024-06-29";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para hombre";334300.0;280;3057600.0;566366.02;"Outlet"
256;"Decathlon";1197831;"2025-02-07";"Andina";"Antioquia";"Medellín";"Calzado deportivo para hombre";342900.0;280;3136000.0;737439.36;"Outlet"
257;"Decathlon";1197831;"2025-02-11";"Andina";"Antioquia";"Medellín";"Ropa de mujer";360000.0;280;3292800.0;823422.74;"Outlet"
258;"Decathlon";1197831;"2025-02-01";"Andina";"Tolima";"Ibagué";"Ropa de mujer";308600.0;280;2822400.0;493580.33;"Outlet"
259;"Decathlon";1197831;"2025-02-07";"Andina";"Tolima";"Ibagué";"Ropa de mujer";402900.0;280;3684800.0;715570.95;"Outlet"
260;"Éxito";1128299;"2025-05-14";"Caribe";"Atlántico";"Barranquilla";"Calzado urbano para hombre";497100.0;280;4547200.0;847314.76;"Outlet"
261;"Éxito";1185732;"2023-09-14";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";368600.0;279;3347163.0;666428.47;"Outlet"
262;"Éxito";1185732;"2023-10-04";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";411400.0;279;3736368.0;659466.48;"Outlet"
263;"Nike Store";1185732;"2023-08-03";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";394300.0;278;3555064.0;871663.47;"Online"
264;"Nike Store";1185732;"2024-02-19";"Caribe";"La Guajira";"Riohacha";"Ropa de mujer";480000.0;278;4327904.0;936767.18;"Online"
265;"Nike Store";1185732;"2025-01-02";"Caribe";"Sucre";"Sincelejo";"Ropa de mujer";497100.0;278;4482472.0;881583.12;"Online"
266;"Nike Store";1185732;"2025-04-04";"Caribe";"Sucre";"Sincelejo";"Calzado urbano para hombre";428600.0;278;3864200.0;711099.45;"Online"
267;"Nike Store";1185732;"2023-08-11";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";394300.0;278;3555064.0;640238.06;"Outlet"
268;"Plaza Sport";1128299;"2024-06-17";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para hombre";402900.0;278;3632348.0;720628.76;"Outlet"
269;"Decathlon";1197831;"2025-02-10";"Andina";"Tolima";"Ibagué";"Calzado urbano para mujer";308600.0;278;2782224.0;533308.97;"Outlet"
270;"Plaza Sport";1197831;"2024-12-02";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para mujer";291400.0;278;2627656.0;560337.33;"Outlet"
271;"Plaza Sport";1128299;"2024-06-10";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";480000.0;277;4296824.0;993327.51;"Online"
272;"Nike Store";1185732;"2023-06-19";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";308600.0;276;2742336.0;702442.53;"Online"
273;"Éxito";1197831;"2024-01-14";"Caribe";"Atlántico";"Soledad";"Ropa de mujer";317100.0;276;2818512.0;612198.0;"Online"
274;"Decathlon";1185732;"2024-07-29";"Caribe";"Córdoba";"Montería";"Calzado urbano para hombre";240000.0;276;2132928.0;357453.12;"Online"
275;"Decathlon";1197831;"2025-01-19";"Andina";"Tolima";"Ibagué";"Ropa de hombre";214300.0;275;1890625.0;484608.13;"Outlet"
276;"Nike Store";1185732;"2024-06-16";"Andina";"Boyacá";"Tunja";"Calzado deportivo para mujer";214300.0;275;1890625.0;357033.77;"In-store"
277;"Nike Store";1185732;"2024-09-14";"Andina";"Santander";"Bucaramanga";"Calzado deportivo para hombre";257100.0;275;2268750.0;556425.86;"In-store"
278;"Nike Store";1185732;"2024-09-14";"Andina";"Santander";"Bucaramanga";"Calzado urbano para mujer";171400.0;275;1512500.0;271871.83;"In-store"
279;"Nike Store";1185732;"2025-02-15";"Andina";"Santander";"Bucaramanga";"Calzado deportivo para mujer";128600.0;275;1134375.0;264286.82;"In-store"
280;"Nike Store";1185732;"2025-02-15";"Andina";"Santander";"Bucaramanga";"Ropa de hombre";214300.0;275;1890625.0;483339.57;"In-store"
281;"Plaza Sport";1185732;"2024-10-08";"Andina";"Tolima";"Honda";"Calzado deportivo para mujer";214300.0;275;1890625.0;395732.48;"In-store"
282;"Plaza Sport";1185732;"2025-03-09";"Andina";"Tolima";"Honda";"Calzado deportivo para mujer";171400.0;275;1512500.0;362414.98;"In-store"
283;"Plaza Sport";1185732;"2025-03-09";"Andina";"Tolima";"Honda";"Ropa de hombre";257100.0;275;2268750.0;454037.92;"In-store"
284;"Nike Store";1185732;"2024-08-12";"Caribe";"Magdalena";"Santa Marta";"Calzado deportivo para mujer";171400.0;275;1512500.0;365714.8;"Online"
285;"Éxito";1197831;"2025-03-19";"Pacífica";"Nariño";"Pasto";"Calzado deportivo para mujer";171400.0;275;1512500.0;360873.15;"Online"
286;"Éxito";1197831;"2025-03-19";"Pacífica";"Nariño";"Pasto";"Ropa de hombre";257100.0;275;2268750.0;470957.02;"Online"
287;"Plaza Sport";1197831;"2024-07-20";"Pacífica";"Nariño";"Pasto";"Calzado deportivo para hombre";214300.0;275;1890625.0;325452.87;"Online"
288;"Plaza Sport";1197831;"2024-08-15";"Andina";"Huila";"Neiva";"Calzado urbano para mujer";85700.0;275;756250.0;149698.72;"Online"
289;"Plaza Sport";1197831;"2024-08-15";"Andina";"Huila";"Neiva";"Ropa de mujer";214300.0;275;1890625.0;403312.95;"Online"
290;"Plaza Sport";1197831;"2025-02-15";"Andina";"Huila";"Neiva";"Calzado urbano para mujer";128600.0;275;1134375.0;241357.1;"Online"
291;"Nike Store";1197831;"2025-04-11";"Andina";"Quindío";"Armenia";"Calzado deportivo para hombre";128600.0;275;1134375.0;185884.71;"Online"
292;"Nike Store";1185732;"2024-06-10";"Andina";"Quindío";"Armenia";"Calzado urbano para mujer";257100.0;275;2268750.0;569516.98;"Online"
293;"Decathlon";1185732;"2024-06-07";"Amazonía";"Guaviare";"San José del Guaviare";"Calzado urbano para mujer";214300.0;275;1890625.0;328095.11;"Online"
294;"Decathlon";1185732;"2024-07-08";"Orinoquía";"Vichada";"Puerto Carreño";"Ropa de mujer";214300.0;275;1890625.0;349026.87;"Online"
295;"Nike Store";1185732;"2024-11-02";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para hombre";257100.0;275;2268750.0;572706.32;"In-store"
296;"Nike Store";1185732;"2025-02-03";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para hombre";257100.0;275;2268750.0;518034.86;"In-store"
297;"Plaza Sport";1185732;"2024-08-05";"Orinoquía";"Meta";"Villavicencio";"Calzado urbano para mujer";128600.0;275;1134375.0;265871.43;"In-store"
298;"Plaza Sport";1185732;"2024-08-05";"Orinoquía";"Meta";"Villavicencio";"Ropa de mujer";214300.0;275;1890625.0;428945.64;"In-store"
299;"Plaza Sport";1185732;"2025-02-07";"Orinoquía";"Meta";"Villavicencio";"Calzado deportivo para hombre";257100.0;275;2268750.0;388570.24;"In-store"
300;"Plaza Sport";1185732;"2024-08-12";"Andina";"Norte de Santander";"Cúcuta";"Calzado deportivo para hombre";257100.0;275;2268750.0;557459.4;"In-store"
301;"Nike Store";1185732;"2024-07-14";"Andina";"Cundinamarca";"Fusagasugá";"Calzado urbano para mujer";257100.0;275;2268750.0;532586.29;"In-store"
302;"Nike Store";1185732;"2024-08-09";"Caribe";"Atlántico";"Puerto Colombia";"Calzado urbano para mujer";257100.0;275;2268750.0;400678.26;"In-store"
303;"Falabella";1185732;"2024-06-08";"Caribe";"Atlántico";"Puerto Colombia";"Calzado urbano para mujer";214300.0;275;1890625.0;470370.78;"In-store"
304;"Éxito";1185732;"2023-09-25";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para hombre";454300.0;273;3950037.0;924835.16;"Online"
305;"Plaza Sport";1128299;"2024-06-04";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";480000.0;273;4173624.0;685697.15;"Online"
306;"Plaza Sport";1128299;"2024-06-16";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";531400.0;273;4620798.0;873631.46;"Online"
307;"Plaza Sport";1128299;"2024-07-11";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para hombre";497100.0;273;4322682.0;831884.39;"Online"
308;"Decathlon";1197831;"2025-02-20";"Andina";"Antioquia";"Medellín";"Calzado urbano para mujer";394300.0;273;3428334.0;840067.28;"Online"
309;"Nike Store";1185732;"2024-01-03";"Pacífica";"Nariño";"Tumaco";"Calzado urbano para hombre";377100.0;273;3279276.0;550406.48;"Online"
310;"Nike Store";1185732;"2024-11-03";"Caribe";"Sucre";"Sincelejo";"Calzado urbano para hombre";437100.0;273;3800979.0;661787.44;"Online"
311;"Éxito";1197831;"2024-01-08";"Caribe";"Atlántico";"Soledad";"Ropa de mujer";231400.0;272;1997568.0;433506.15;"Outlet"
312;"Éxito";1197831;"2024-02-08";"Caribe";"Atlántico";"Soledad";"Calzado urbano para hombre";265700.0;272;2293504.0;442085.85;"Outlet"
313;"Plaza Sport";1128299;"2024-04-11";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";308600.0;272;2663424.0;433411.91;"Outlet"
314;"Falabella";1189833;"2024-09-22";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";317100.0;272;2737408.0;534806.79;"Outlet"
315;"Falabella";1189833;"2024-10-15";"Andina";"Antioquia";"Bello";"Calzado urbano para hombre";342900.0;272;2959360.0;676707.52;"Outlet"
316;"Decathlon";1197831;"2025-02-17";"Andina";"Antioquia";"Medellín";"Ropa de mujer";402900.0;272;3477248.0;651027.45;"Outlet"
317;"Decathlon";1197831;"2024-09-11";"Andina";"Tolima";"Espinal";"Calzado urbano para hombre";248600.0;272;2145536.0;450828.64;"Outlet"
318;"Decathlon";1197831;"2024-09-16";"Andina";"Tolima";"Espinal";"Ropa de mujer";325700.0;272;2811392.0;643655.14;"Outlet"
319;"Éxito";1128299;"2024-11-13";"Caribe";"Atlántico";"Barranquilla";"Calzado urbano para hombre";428600.0;272;3699200.0;940909.03;"Outlet"
