Minorista,Minorista ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
Nike Store,1185732,2023-07-06,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,317100.0,296,3241792.0,649040.03,Outlet
Nike Store,1185732,2023-08-03,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,317100.0,296,3241792.0,639765.06,Outlet
Nike Store,1185732,2025-04-16,Andina,Santander,Bucaramanga,Calzado urbano para mujer,214300.0,295,2175625.0,513698.16,In-store
Nike Store,1185732,2023-08-09,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,300000.0,295,3045875.0,665610.37,Outlet
Éxito,1197831,2024-01-14,Caribe,Atlántico,Soledad,Ropa de mujer,274300.0,295,2784800.0,652469.37,Outlet
Éxito,1197831,2024-01-15,Caribe,Atlántico,Soledad,Calzado urbano para hombre,240000.0,295,2436700.0,623546.6,Outlet
Éxito,1197831,2024-01-21,Caribe,Atlántico,Soledad,Calzado urbano para hombre,248600.0,295,2523725.0,521401.26,Outlet
Decathlon,1185732,2024-11-28,Caribe,Córdoba,Montería,Calzado urbano para hombre,514300.0,294,5186160.0,1168470.02,Online
Éxito,1185732,2023-09-26,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,368600.0,294,3716748.0,917024.13,Outlet
Éxito,1197831,2024-01-26,Caribe,Atlántico,Soledad,Ropa de mujer,402900.0,293,4034903.0,757437.86,Online
Plaza Sport,1128299,2024-07-10,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,437100.0,293,4378299.0,693630.38,Online
Nike Store,1185732,2023-06-22,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,411400.0,290,4036800.0,762788.78,Online
Nike Store,1185732,2023-07-31,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,505700.0,290,4961900.0,1039617.24,Online
Éxito,1185732,2023-09-15,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,531400.0,290,5214200.0,1150897.18,Online
Éxito,1185732,2023-09-23,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,582900.0,290,5718800.0,1229874.87,Online
Éxito,1185732,2023-12-15,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,582900.0,290,5718800.0,875663.4,Online
Plaza Sport,1185732,2023-09-21,Caribe,La Guajira,Riohacha,Calzado urbano para hombre,471400.0,290,4625500.0,880815.64,Online
Nike Store,1185732,2025-05-03,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,574300.0,290,5634700.0,1311587.99,Online
Nike Store,1185732,2023-06-27,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,368600.0,289,3591403.0,799341.77,Outlet
Nike Store,1185732,2023-07-02,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,265700.0,289,2589151.0,400140.5,Outlet
Nike Store,1185732,2023-07-08,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,282900.0,289,2756193.0,482368.58,Outlet
Éxito,1185732,2023-09-22,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,437100.0,289,4259571.0,645018.19,Outlet
Decathlon,1197831,2023-12-23,Caribe,Atlántico,Soledad,Calzado deportivo para hombre,197100.0,289,1920983.0,369024.61,Outlet
Éxito,1197831,2024-03-23,Caribe,Atlántico,Soledad,Ropa de mujer,377100.0,289,3674924.0,904861.58,Outlet
Plaza Sport,1128299,2024-04-05,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,240000.0,289,2338588.0,408840.73,Outlet
Plaza Sport,1128299,2024-06-28,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,308600.0,289,3006756.0,617710.87,Outlet
Falabella,1189833,2024-10-03,Andina,Antioquia,Bello,Calzado urbano para hombre,325700.0,289,3173798.0,770387.4,Outlet
Nike Store,1185732,2024-12-12,Caribe,Magdalena,Santa Marta,Calzado urbano para hombre,402900.0,289,3925487.0,892440.13,Outlet
Nike Store,1185732,2023-07-07,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,308600.0,288,2985984.0,771950.28,Outlet
Nike Store,1185732,2023-08-05,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,385700.0,288,3732480.0,897988.85,Outlet
Falabella,1189833,2024-10-22,Andina,Antioquia,Bello,Calzado deportivo para hombre,360000.0,288,3483648.0,583040.19,Outlet
Plaza Sport,1185732,2024-07-09,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,308600.0,288,2985984.0,552589.33,Outlet
Nike Store,1185732,2025-02-01,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,437100.0,287,4200819.0,685618.71,Online
Éxito,1197831,2024-01-10,Caribe,Atlántico,Soledad,Calzado deportivo para hombre,257100.0,287,2471070.0,545786.4,Outlet
Plaza Sport,1128299,2024-06-22,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,342900.0,287,3294760.0,806294.35,Outlet
Plaza Sport,1128299,2024-06-23,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,360000.0,287,3459498.0,660728.18,Outlet
Nike Store,1185732,2023-08-12,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,522900.0,286,4989556.0,902049.1,Online
Éxito,1185732,2023-10-02,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,462900.0,285,4386150.0,793754.58,Online
Éxito,1197831,2024-03-25,Caribe,Atlántico,Soledad,Calzado deportivo para hombre,377100.0,285,3573900.0,759381.19,Online
Decathlon,1197831,2024-09-19,Andina,Tolima,Espinal,Calzado urbano para mujer,394300.0,285,3736350.0,969557.65,Online
Éxito,1197831,2024-01-22,Caribe,Atlántico,Soledad,Calzado deportivo para hombre,274300.0,285,2599200.0,467926.76,Outlet
Falabella,1189833,2024-09-21,Andina,Antioquia,Bello,Calzado urbano para hombre,257100.0,285,2436750.0,467018.59,Outlet
Nike Store,1185732,2024-02-20,Caribe,La Guajira,Riohacha,Calzado urbano para hombre,454300.0,284,4274768.0,676268.41,Online
Nike Store,1185732,2024-09-02,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,282900.0,283,2642937.0,465239.16,Online
Nike Store,1185732,2024-10-01,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,411400.0,282,3817152.0,975494.27,Online
Nike Store,1185732,2023-06-02,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,308600.0,281,2842596.0,453917.82,Outlet
Nike Store,1185732,2023-07-03,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,377100.0,281,3474284.0,735695.96,Outlet
Éxito,1197831,2024-03-20,Caribe,Atlántico,Soledad,Calzado urbano para mujer,291400.0,281,2684674.0,563031.81,Outlet
Plaza Sport,1128299,2024-06-06,Pacífica,Valle del Cauca,Cali,Calzado urbano para mujer,360000.0,281,3316362.0,508529.59,Outlet
Decathlon,1197831,2025-03-14,Andina,Antioquia,Medellín,Calzado urbano para hombre,394300.0,281,3632206.0,753812.57,Outlet
Nike Store,1185732,2024-06-07,Andina,Cundinamarca,Soacha,Ropa de mujer,257100.0,281,2368830.0,491911.11,Outlet
Éxito,1185732,2023-09-21,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,505700.0,280,4625600.0,720171.28,Online
Nike Store,1185732,2023-07-09,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,402900.0,280,3684800.0,830858.73,Outlet
Éxito,1185732,2023-09-28,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,402900.0,280,3684800.0,664502.37,Outlet
Plaza Sport,1128299,2024-06-29,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,334300.0,280,3057600.0,566366.02,Outlet
Decathlon,1197831,2025-02-07,Andina,Antioquia,Medellín,Calzado deportivo para hombre,342900.0,280,3136000.0,737439.36,Outlet
Decathlon,1197831,2025-02-11,Andina,Antioquia,Medellín,Ropa de mujer,360000.0,280,3292800.0,823422.74,Outlet
Decathlon,1197831,2025-02-01,Andina,Tolima,Ibagué,Ropa de mujer,308600.0,280,2822400.0,493580.33,Outlet
Decathlon,1197831,2025-02-07,Andina,Tolima,Ibagué,Ropa de mujer,402900.0,280,3684800.0,715570.95,Outlet
Éxito,1128299,2025-05-14,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,497100.0,280,4547200.0,847314.76,Outlet
Éxito,1185732,2023-09-14,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,368600.0,279,3347163.0,666428.47,Outlet
Éxito,1185732,2023-10-04,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,411400.0,279,3736368.0,659466.48,Outlet
Nike Store,1185732,2023-08-03,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,394300.0,278,3555064.0,871663.47,Online
Nike Store,1185732,2024-02-19,Caribe,La Guajira,Riohacha,Ropa de mujer,480000.0,278,4327904.0,936767.18,Online
Nike Store,1185732,2025-01-02,Caribe,Sucre,Sincelejo,Ropa de mujer,497100.0,278,4482472.0,881583.12,Online
Nike Store,1185732,2025-04-04,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,428600.0,278,3864200.0,711099.45,Online
Nike Store,1185732,2023-08-11,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,394300.0,278,3555064.0,640238.06,Outlet
Plaza Sport,1128299,2024-06-17,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,402900.0,278,3632348.0,720628.76,Outlet
Decathlon,1197831,2025-02-10,Andina,Tolima,Ibagué,Calzado urbano para mujer,308600.0,278,2782224.0,533308.97,Outlet
Plaza Sport,1197831,2024-12-02,Amazonía,Caquetá,Florencia,Calzado urbano para mujer,291400.0,278,2627656.0,560337.33,Outlet
Plaza Sport,1128299,2024-06-10,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,480000.0,277,4296824.0,993327.51,Online
Nike Store,1185732,2023-06-19,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,308600.0,276,2742336.0,702442.53,Online
Éxito,1197831,2024-01-14,Caribe,Atlántico,Soledad,Ropa de mujer,317100.0,276,2818512.0,612198.0,Online
Decathlon,1185732,2024-07-29,Caribe,Córdoba,Montería,Calzado urbano para hombre,240000.0,276,2132928.0,357453.12,Online
Decathlon,1197831,2025-01-19,Andina,Tolima,Ibagué,Ropa de hombre,214300.0,275,1890625.0,484608.13,Outlet
Nike Store,1185732,2024-06-16,Andina,Boyacá,Tunja,Calzado deportivo para mujer,214300.0,275,1890625.0,357033.77,In-store
Nike Store,1185732,2024-09-14,Andina,Santander,Bucaramanga,Calzado deportivo para hombre,257100.0,275,2268750.0,556425.86,In-store
Nike Store,1185732,2024-09-14,Andina,Santander,Bucaramanga,Calzado urbano para mujer,171400.0,275,1512500.0,271871.83,In-store
Nike Store,1185732,2025-02-15,Andina,Santander,Bucaramanga,Calzado deportivo para mujer,128600.0,275,1134375.0,264286.82,In-store
Nike Store,1185732,2025-02-15,Andina,Santander,Bucaramanga,Ropa de hombre,214300.0,275,1890625.0,483339.57,In-store
Plaza Sport,1185732,2024-10-08,Andina,Tolima,Honda,Calzado deportivo para mujer,214300.0,275,1890625.0,395732.48,In-store
Plaza Sport,1185732,2025-03-09,Andina,Tolima,Honda,Calzado deportivo para mujer,171400.0,275,1512500.0,362414.98,In-store
Plaza Sport,1185732,2025-03-09,Andina,Tolima,Honda,Ropa de hombre,257100.0,275,2268750.0,454037.92,In-store
Nike Store,1185732,2024-08-12,Caribe,Magdalena,Santa Marta,Calzado deportivo para mujer,171400.0,275,1512500.0,365714.8,Online
Éxito,1197831,2025-03-19,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,171400.0,275,1512500.0,360873.15,Online
Éxito,1197831,2025-03-19,Pacífica,Nariño,Pasto,Ropa de hombre,257100.0,275,2268750.0,470957.02,Online
Plaza Sport,1197831,2024-07-20,Pacífica,Nariño,Pasto,Calzado deportivo para hombre,214300.0,275,1890625.0,325452.87,Online
Plaza Sport,1197831,2024-08-15,Andina,Huila,Neiva,Calzado urbano para mujer,85700.0,275,756250.0,149698.72,Online
Plaza Sport,1197831,2024-08-15,Andina,Huila,Neiva,Ropa de mujer,214300.0,275,1890625.0,403312.95,Online
Plaza Sport,1197831,2025-02-15,Andina,Huila,Neiva,Calzado urbano para mujer,128600.0,275,1134375.0,241357.1,Online
Nike Store,1197831,2025-04-11,Andina,Quindío,Armenia,Calzado deportivo para hombre,128600.0,275,1134375.0,185884.71,Online
Nike Store,1185732,2024-06-10,Andina,Quindío,Armenia,Calzado urbano para mujer,257100.0,275,2268750.0,569516.98,Online
Decathlon,1185732,2024-06-07,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para mujer,214300.0,275,1890625.0,328095.11,Online
Decathlon,1185732,2024-07-08,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,214300.0,275,1890625.0,349026.87,Online
Nike Store,1185732,2024-11-02,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,257100.0,275,2268750.0,572706.32,In-store
Nike Store,1185732,2025-02-03,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,257100.0,275,2268750.0,518034.86,In-store
Plaza Sport,1185732,2024-08-05,Orinoquía,Meta,Villavicencio,Calzado urbano para mujer,128600.0,275,1134375.0,265871.43,In-store
Plaza Sport,1185732,2024-08-05,Orinoquía,Meta,Villavicencio,Ropa de mujer,214300.0,275,1890625.0,428945.64,In-store
Plaza Sport,1185732,2025-02-07,Orinoquía,Meta,Villavicencio,Calzado deportivo para hombre,257100.0,275,2268750.0,388570.24,In-store
Plaza Sport,1185732,2024-08-12,Andina,Norte de Santander,Cúcuta,Calzado deportivo para hombre,257100.0,275,2268750.0,557459.4,In-store
Nike Store,1185732,2024-07-14,Andina,Cundinamarca,Fusagasugá,Calzado urbano para mujer,257100.0,275,2268750.0,532586.29,In-store
Nike Store,1185732,2024-08-09,Caribe,Atlántico,Puerto Colombia,Calzado urbano para mujer,257100.0,275,2268750.0,400678.26,In-store
Falabella,1185732,2024-06-08,Caribe,Atlántico,Puerto Colombia,Calzado urbano para mujer,214300.0,275,1890625.0,470370.78,In-store
Éxito,1185732,2023-09-25,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,454300.0,273,3950037.0,924835.16,Online
Plaza Sport,1128299,2024-06-04,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,480000.0,273,4173624.0,685697.15,Online
Plaza Sport,1128299,2024-06-16,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,531400.0,273,4620798.0,873631.46,Online
Plaza Sport,1128299,2024-07-11,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,497100.0,273,4322682.0,831884.39,Online
Decathlon,1197831,2025-02-20,Andina,Antioquia,Medellín,Calzado urbano para mujer,394300.0,273,3428334.0,840067.28,Online
Nike Store,1185732,2024-01-03,Pacífica,Nariño,Tumaco,Calzado urbano para hombre,377100.0,273,3279276.0,550406.48,Online
Nike Store,1185732,2024-11-03,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,437100.0,273,3800979.0,661787.44,Online
Éxito,1197831,2024-01-08,Caribe,Atlántico,Soledad,Ropa de mujer,231400.0,272,1997568.0,433506.15,Outlet
Éxito,1197831,2024-02-08,Caribe,Atlántico,Soledad,Calzado urbano para hombre,265700.0,272,2293504.0,442085.85,Outlet
Plaza Sport,1128299,2024-04-11,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,308600.0,272,2663424.0,433411.91,Outlet
Falabella,1189833,2024-09-22,Andina,Antioquia,Bello,Calzado deportivo para hombre,317100.0,272,2737408.0,534806.79,Outlet
Falabella,1189833,2024-10-15,Andina,Antioquia,Bello,Calzado urbano para hombre,342900.0,272,2959360.0,676707.52,Outlet
Decathlon,1197831,2025-02-17,Andina,Antioquia,Medellín,Ropa de mujer,402900.0,272,3477248.0,651027.45,Outlet
Decathlon,1197831,2024-09-11,Andina,Tolima,Espinal,Calzado urbano para hombre,248600.0,272,2145536.0,450828.64,Outlet
Decathlon,1197831,2024-09-16,Andina,Tolima,Espinal,Ropa de mujer,325700.0,272,2811392.0,643655.14,Outlet
Éxito,1128299,2024-11-13,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,428600.0,272,3699200.0,940909.03,Outlet
Éxito,1128299,2025-01-13,Caribe,Atlántico,Barranquilla,Calzado deportivo para hombre,514300.0,272,4439040.0,954116.61,Outlet
Plaza Sport,1185732,2024-06-10,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,257100.0,272,2219520.0,358727.28,Outlet
Nike Store,1128299,2024-12-19,Andina,Cundinamarca,Facatativá,Calzado urbano para hombre,514300.0,272,4439040.0,1035655.83,Outlet
Nike Store,1128299,2025-01-20,Andina,Cundinamarca,Facatativá,Calzado urbano para hombre,574300.0,272,4956928.0,999613.46,Outlet
Plaza Sport,1128299,2025-05-14,Caribe,Bolívar,Cartagena,Calzado urbano para hombre,394300.0,272,3403264.0,539010.92,Outlet
Plaza Sport,1128299,2024-04-01,Caribe,Atlántico,Soledad,Calzado urbano para mujer,282900.0,271,2423553.0,622667.18,Outlet
Plaza Sport,1128299,2024-05-23,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,342900.0,271,2937640.0,644737.52,Outlet
Plaza Sport,1128299,2024-07-13,Pacífica,Valle del Cauca,Cali,Calzado deportivo para mujer,342900.0,271,2937640.0,518797.32,Outlet
Decathlon,1197831,2024-09-04,Andina,Tolima,Espinal,Ropa de mujer,265700.0,271,2276671.0,420258.04,Outlet
Decathlon,1197831,2024-09-18,Andina,Tolima,Espinal,Calzado deportivo para hombre,377100.0,271,3231404.0,785734.71,Outlet
Plaza Sport,1197831,2024-12-02,Amazonía,Caquetá,Florencia,Calzado deportivo para hombre,342900.0,271,2937640.0,534648.87,Outlet
Éxito,1197831,2024-12-15,Pacífica,Nariño,Pasto,Calzado urbano para hombre,334300.0,271,2864199.0,717567.17,Outlet
Nike Store,1185732,2023-08-02,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,462900.0,270,3936600.0,892232.71,Online
Éxito,1185732,2023-09-14,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,462900.0,270,3936600.0,911966.88,Online
Éxito,1185732,2023-09-17,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,428600.0,270,3645000.0,795944.7,Online
Falabella,1189833,2024-09-15,Andina,Antioquia,Bello,Calzado urbano para hombre,377100.0,270,3207600.0,791764.33,Online
Decathlon,1185732,2024-02-26,Caribe,La Guajira,Riohacha,Calzado urbano para hombre,480000.0,270,4082400.0,853638.1,Online
Plaza Sport,1128299,2024-12-12,Caribe,Bolívar,Cartagena,Calzado urbano para hombre,737100.0,270,6269400.0,971693.02,Online
Nike Store,1185732,2024-12-01,Caribe,Sucre,Sincelejo,Calzado deportivo para hombre,497100.0,270,4228200.0,920237.73,Online
Nike Store,1185732,2023-08-10,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,300000.0,270,2551500.0,646154.99,Outlet
Éxito,1185732,2023-09-27,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,351400.0,270,2988900.0,727190.43,Outlet
Decathlon,1197831,2023-12-16,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,171400.0,270,1458000.0,286860.95,Outlet
Decathlon,1197831,2023-12-17,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,222900.0,270,1895400.0,405344.7,Outlet
Éxito,1197831,2024-02-01,Caribe,Atlántico,Soledad,Ropa de mujer,334300.0,270,2843100.0,622742.74,Outlet
Éxito,1197831,2024-03-18,Caribe,Atlántico,Soledad,Calzado urbano para hombre,291400.0,270,2478600.0,479885.19,Outlet
Plaza Sport,1128299,2024-05-29,Pacífica,Valle del Cauca,Cali,Calzado urbano para hombre,377100.0,270,3207600.0,516254.81,Outlet
Éxito,1185732,2023-09-18,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,402900.0,268,3375728.0,620805.57,Online
Éxito,1197831,2024-01-09,Caribe,Atlántico,Soledad,Calzado urbano para hombre,248600.0,268,2082896.0,367988.33,Online
Éxito,1197831,2024-01-27,Caribe,Atlántico,Soledad,Calzado urbano para hombre,317100.0,268,2657488.0,482730.76,Online
Plaza Sport,1128299,2024-06-23,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,480000.0,268,4022144.0,917981.57,Online
Nike Store,1185732,2024-01-15,Caribe,La Guajira,Riohacha,Calzado urbano para hombre,351400.0,268,2944784.0,666144.58,Online
Decathlon,1197831,2025-02-10,Andina,Tolima,Ibagué,Calzado urbano para mujer,437100.0,268,3663024.0,682651.32,Online
Nike Store,1185732,2023-08-08,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,454300.0,267,3778317.0,805457.05,Online
Nike Store,1185732,2024-08-01,Caribe,Sucre,Sincelejo,Calzado urbano para hombre,282900.0,265,2317425.0,571953.55,Online
Éxito,1197831,2024-01-17,Caribe,Atlántico,Soledad,Calzado urbano para mujer,231400.0,264,1881792.0,422446.9,Outlet
Éxito,1197831,2024-02-02,Caribe,Atlántico,Soledad,Calzado urbano para hombre,282900.0,264,2299968.0,533689.55,Outlet
Plaza Sport,1128299,2024-03-30,Caribe,Atlántico,Soledad,Calzado urbano para hombre,257100.0,264,2090880.0,474076.46,Outlet
Plaza Sport,1128299,2024-06-12,Pacífica,Valle del Cauca,Cali,Calzado urbano para mujer,394300.0,264,3206016.0,569229.37,Outlet
Plaza Sport,1128299,2024-06-15,Pacífica,Valle del Cauca,Cali,Ropa de mujer,480000.0,264,3902976.0,653927.24,Outlet
Plaza Sport,1128299,2024-06-27,Pacífica,Valle del Cauca,Cali,Ropa de mujer,437100.0,264,3554496.0,551223.63,Outlet
Falabella,1189833,2024-08-15,Andina,Antioquia,Bello,Calzado urbano para hombre,205700.0,264,1672704.0,389325.02,Outlet
Falabella,1189833,2024-09-20,Andina,Antioquia,Bello,Ropa de mujer,411400.0,264,3345408.0,731058.28,Outlet
Falabella,1189833,2024-09-28,Andina,Antioquia,Bello,Calzado deportivo para hombre,351400.0,264,2857536.0,698306.94,Outlet
Falabella,1189833,2024-10-04,Andina,Antioquia,Bello,Calzado deportivo para hombre,334300.0,264,2718144.0,533548.1,Outlet
Falabella,1189833,2024-10-10,Andina,Antioquia,Bello,Calzado deportivo para hombre,368600.0,264,2996928.0,624365.74,Outlet
Falabella,1189833,2024-10-16,Andina,Antioquia,Bello,Calzado deportivo para hombre,360000.0,264,2927232.0,564376.93,Outlet
